Time,ParameterName,ParameterValue
2023-01-07T09:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//TtVWhzKytg/pwUCXttKfdlUTUvvPquVFPUG3OpJQpdYS
BB8YogSg7cU/r8/1ZqoTVR5mvnbWk5ycCT6huUGdZAILOVh30eeda7YS2FbjJCt4
CwsVXtrlp0FPwfbiDEufkQroWiTMUx+gqyUZEV2GVmxCodDfLoZvTgKSoo7BcvxD
S90ykckRQ1NYRugLCk59SZQGOZaS3+f"
2023-01-07T09:00:00Z,RH_PT1H_AVG,82
2023-01-07T09:00:00Z,WS_PT1H_AVG,3.5
2023-01-07T09:00:00Z,WS_PT1H_MAX,4.2
2023-01-07T09:00:00Z,WS_PT1H_MIN,3.1
2023-01-07T09:00:00Z,WD_PT1H_AVG,137
2023-01-07T09:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T09:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T09:00:00Z,PA_PT1H_AVG,1027.6
2023-01-07T09:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-07T10:00:00Z,TA_PT1H_AVG,-9.9
2023-01-07T10:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAv6xrVCFqlCxNO47fTBHKIix40Gp6ueh6aGipnvm8oMfC
3f17zOJvF43YsqfLO6aKRzrmu6q+tRNmadNiwKUFVM+9sHxcSlqj7zxvbrVPoG88
19rLKmOM0nebJFdrLgTOEYvgFOGVZVi50B9ZeC7A0rm665M+wcEWQj/eFwrBDt01
dqOVBTjvtpQXZgW9JaG/IEPpdlLV/wi"
2023-01-07T10:00:00Z,TA_PT1H_MIN,-10.1
2023-01-07T10:00:00Z,RH_PT1H_AVG,83
2023-01-07T10:00:00Z,WS_PT1H_AVG,3.9
2023-01-07T10:00:00Z,WS_PT1H_MAX,4.3
2023-01-07T10:00:00Z,WS_PT1H_MIN,3.6
2023-01-07T10:00:00Z,WD_PT1H_AVG,138
2023-01-07T10:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T10:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T10:00:00Z,PA_PT1H_AVG,1027.6
2023-01-07T10:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-07T11:00:00Z,TA_PT1H_AVG,-9.5
2023-01-07T11:00:00Z,TA_PT1H_MAX,-9.2
2023-01-07T11:00:00Z,TA_PT1H_MIN,-10
2023-01-07T11:00:00Z,RH_PT1H_AVG,83
2023-01-07T11:00:00Z,WS_PT1H_AVG,4.1
2023-01-07T11:00:00Z,WS_PT1H_MAX,4.3
2023-01-07T11:00:00Z,WS_PT1H_MIN,3.9
2023-01-07T11:00:00Z,WD_PT1H_AVG,141
2023-01-07T11:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T11:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T11:00:00Z,PA_PT1H_AVG,1026.9
2023-01-07T11:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-07T12:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAuBggeI0Vj3b1ni+6zZuSBTwwEqD9NwXxmCSIBMTD3/HB
LcJwoW9i+fCHEFkCn1uYpfbT5r/Zth8s5ez85FPTeiq42gnIqXzAZZBdirKVFnFV
tWE5ZfeaGKPvNdyKeKMUsiPljynXC0Aht87dItMEjwSPMY4gXWYX8lIOI2Xbj2fW
IswClU+fgTYSrjk7fRBwBaCXC0PcQRo"
2023-01-07T12:00:00Z,TA_PT1H_MAX,-9.1
2023-01-07T12:00:00Z,TA_PT1H_MIN,-9.7
2023-01-07T12:00:00Z,RH_PT1H_AVG,83
2023-01-07T12:00:00Z,WS_PT1H_AVG,3.6
2023-01-07T12:00:00Z,WS_PT1H_MAX,3.9
2023-01-07T12:00:00Z,WS_PT1H_MIN,3.1
2023-01-07T12:00:00Z,WD_PT1H_AVG,145
2023-01-07T12:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T12:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T12:00:00Z,PA_PT1H_AVG,1026.5
2023-01-07T12:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-07T13:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAwiuOsj5fDsS5SS+s0NosdE1Ok/BPMwKPqRjsAh13iODZ
QNHP4ryp7yFK5OyldRfxf/kstb89zUj98vtsBMH58M94k1ZgCJoEiH0L0ZIJiW8M
Z6SRp4xLsqVyVjA2jPJCCrw3qBDEq34T+R6Sr1qchAnmfO27eCvY7lxDQt8gp295
JurSO76VRstifukn2yNCN+VjUja++7q"
2023-01-07T13:00:00Z,TA_PT1H_MAX,-8.8
2023-01-07T13:00:00Z,TA_PT1H_MIN,-9.5
2023-01-07T13:00:00Z,RH_PT1H_AVG,82
2023-01-07T13:00:00Z,WS_PT1H_AVG,3.6
2023-01-07T13:00:00Z,WS_PT1H_MAX,4
2023-01-07T13:00:00Z,WS_PT1H_MIN,3.1
2023-01-07T13:00:00Z,WD_PT1H_AVG,148
2023-01-07T13:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T13:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T13:00:00Z,PA_PT1H_AVG,1026.2
2023-01-07T13:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-07T14:00:00Z,TA_PT1H_AVG,-9
2023-01-07T14:00:00Z,TA_PT1H_MAX,-8.8
2023-01-07T14:00:00Z,TA_PT1H_MIN,-9.2
2023-01-07T14:00:00Z,RH_PT1H_AVG,81
2023-01-07T14:00:00Z,WS_PT1H_AVG,4.4
2023-01-07T14:00:00Z,WS_PT1H_MAX,4.8
2023-01-07T14:00:00Z,WS_PT1H_MIN,3.9
2023-01-07T14:00:00Z,WD_PT1H_AVG,150
2023-01-07T14:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T14:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T14:00:00Z,PA_PT1H_AVG,1025.9
2023-01-07T14:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-07T15:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/+Mm9ta6ydhQXZTZdWy21UoBEOU9MH4BLb/nxYkw2xf1RI
d/2BLSU4n2ueSRv7iVdQFbQ2/f/ATRQL2VlwdSTcNzyVk9j0HU19+JM/kR2NDn4m
fAZGv45kNpR+4AOpK3N+iTZE3nVGLW08i61hKcxQkZAHL2gQ/xS9VTAg+NBZEfeD
vqC4SLic/xqW6+WEDuCYvuOlAoInsI9"
2023-01-07T15:00:00Z,TA_PT1H_MAX,-9
2023-01-07T15:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAA3rtKtD0TLLslJ5aA8cO/PM7V1Vgt7kmbXZquXS44OWzN
GUWwsCxYmS1bj2rQn+EknOfess8XFxQmwCUnKo/9Sch2GZ5iRK/9WtkMnWA9q8LO
J3j8ktBbb+im5zQ7rO+a4kB9WBgSGvozWuRzHYzKBLi1r5GvVlHguXCouRxaZ6cv
jGkUmI4SqikX1LAQAAfmvJymwkfTNaI"
2023-01-07T15:00:00Z,RH_PT1H_AVG,83
2023-01-07T15:00:00Z,WS_PT1H_AVG,4.8
2023-01-07T15:00:00Z,WS_PT1H_MAX,5.4
2023-01-07T15:00:00Z,WS_PT1H_MIN,4.3
2023-01-07T15:00:00Z,WD_PT1H_AVG,147
2023-01-07T15:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T15:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T15:00:00Z,PA_PT1H_AVG,1025.5
2023-01-07T15:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-07T16:00:00Z,TA_PT1H_AVG,-9.3
2023-01-07T16:00:00Z,TA_PT1H_MAX,-9.1
2023-01-07T16:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/+JVvj7iH6boZONuK5KOP7Dp+mbo0R6D0PBub50yfQH9WF
/Q6ayZG3pBAvAJjry3HxVRRSZaSYETGekCa+xkGdn0/YoQn0pPDlIi7V6w+7iVWQ
9IapLY1OlbCbjKMhwg/93U/B/lZA3F77nMw5Ss1yfAkk4m5iACH77luYg5C7OPT1
N5NZdF1rhLgrEhYVUHyxGMR9W+5kEm7"
2023-01-07T16:00:00Z,RH_PT1H_AVG,81
2023-01-07T16:00:00Z,WS_PT1H_AVG,4.6
2023-01-07T16:00:00Z,WS_PT1H_MAX,4.9
2023-01-07T16:00:00Z,WS_PT1H_MIN,4.2
2023-01-07T16:00:00Z,WD_PT1H_AVG,150
2023-01-07T16:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T16:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T16:00:00Z,PA_PT1H_AVG,1025.5
2023-01-07T16:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-07T17:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/+JkDVJcnWF77vp2aJNL5SXTdD+QyV+8P56m8J1zAJYYur
sjLBFE5hD8ug8MshR0/0eRdalPaT2yfkzUl7QHAETvLB5hgLMqtMbzKLPIhWIEU0
AiaV3NTYQBpETlbUPu7zelj0UACG2LtYoiylqY1e8oYj+2SDCH5PVpuhlKXL+RkF
uwsfUZ+DDpq4nd9Pq0tfnr7b5Vb6TxE"
2023-01-07T17:00:00Z,TA_PT1H_MAX,-9.2
2023-01-07T17:00:00Z,TA_PT1H_MIN,-9.5
2023-01-07T17:00:00Z,RH_PT1H_AVG,81
2023-01-07T17:00:00Z,WS_PT1H_AVG,5.2
2023-01-07T17:00:00Z,WS_PT1H_MAX,5.7
2023-01-07T17:00:00Z,WS_PT1H_MIN,5
2023-01-07T17:00:00Z,WD_PT1H_AVG,147
2023-01-07T17:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T17:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T17:00:00Z,PA_PT1H_AVG,1025
2023-01-07T17:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-07T18:00:00Z,TA_PT1H_AVG,-9.3
2023-01-07T18:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//U54/J+AxcHhQKyNBITM5I2YzODREObJFoUvP4KazALjE
sQjRzW3+Imzz7w6bfTa/GcQi3tQieJhg0+Is+TzSUohQW/MSormJ/aX8TgKaf1Gw
4bPNBbfrzoTWRE0aEWoqXce60Y+0GXgRtVkKu1LEFAbMmsnvJ9X72qkipfVXLMe0
/n3XxVJGkoREsWPwD+ucO9lUDgTNlYk"
2023-01-07T18:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAvs49tLrM+w4G7BVNbaJpgsQgQGVistzxPuj70afqR/oG
IBuQaxpt6hn2avxd1HRvINt1MvpUdVBVuzFvIDQiVAure4/BHJKT+9YhbXekmQDF
EKE3pjiBTfSCenRRFNzyxlhxTD/JSm+sDvX/BK9BJvIu5FKe46tIQsuS/RhyNVMw
JHGRnRvNTwGSFtB60vqtTDsB9AJRCxy"
2023-01-07T18:00:00Z,RH_PT1H_AVG,78
2023-01-07T18:00:00Z,WS_PT1H_AVG,4.9
2023-01-07T18:00:00Z,WS_PT1H_MAX,5.5
2023-01-07T18:00:00Z,WS_PT1H_MIN,4.5
2023-01-07T18:00:00Z,WD_PT1H_AVG,145
2023-01-07T18:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T18:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T18:00:00Z,PA_PT1H_AVG,1024.8
2023-01-07T18:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-07T19:00:00Z,TA_PT1H_AVG,-9.4
2023-01-07T19:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/+IfyoZY3eFube0XDQyJTkNB6IJcHxryqFNukhgGNqbNAZ
xHlCDZY6qItDT54CvH2WCNkX1eUhGbPLWpWrmJM+yK4x2jgVXYAvFMToYCoNUFzs
EkEY16gOe3GVMZ0UKbKud42rBULRfY6db4J5fU2VOkO//O1o3NaJS7J7WC0+vFCr
CbQ6EAm3gIzIM02oNj+M2fZNGyuKm/7"
2023-01-07T19:00:00Z,TA_PT1H_MIN,-9.5
2023-01-07T19:00:00Z,RH_PT1H_AVG,77
2023-01-07T19:00:00Z,WS_PT1H_AVG,5
2023-01-07T19:00:00Z,WS_PT1H_MAX,5.4
2023-01-07T19:00:00Z,WS_PT1H_MIN,4.7
2023-01-07T19:00:00Z,WD_PT1H_AVG,144
2023-01-07T19:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T19:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T19:00:00Z,PA_PT1H_AVG,1024.4
2023-01-07T19:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-07T20:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//YomjZgcuksJ/H0u9c0PIs/dBeRVknZuBaXwzTG7cfn3C
PyxKiQsp9LhRRnvc6nHTYJVlu2Uz3ex3A0aBm/Q+G7SV/X3STAUjwCLWr5Tlf/1I
uZKRezo+jRLL+i1YbjKu4xui4ozGLbDgL9d6e2EQ/lIjwiGEcWpz9mYu+bk3ntAX
alw0S115dsgBGJw7l2tCqZW1/ZxIPfA"
2023-01-07T20:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//deCFHYnoJWnhY28J5hY56o9hUqSvG1CMs74x9VrolZNF
mhlrNdffgNR559tJ8/u6GQR7BDqI/SSS7x9mL8Sxn5QtilqJCUDck2kMJsYbH8vi
o1R8B19nPJJg7J9PZ+5+PB9NpQJ9DUD3WtV/+TZXo/CParjcf8c9/YTVikF9K30a
bqkskE6Z0MqB6yil64n3pvJzVpkA7yI"
2023-01-07T20:00:00Z,TA_PT1H_MIN,-9.5
2023-01-07T20:00:00Z,RH_PT1H_AVG,75
2023-01-07T20:00:00Z,WS_PT1H_AVG,4.8
2023-01-07T20:00:00Z,WS_PT1H_MAX,5.6
2023-01-07T20:00:00Z,WS_PT1H_MIN,4.2
2023-01-07T20:00:00Z,WD_PT1H_AVG,144
2023-01-07T20:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T20:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T20:00:00Z,PA_PT1H_AVG,1024
2023-01-07T20:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-07T21:00:00Z,TA_PT1H_AVG,-9.4
2023-01-07T21:00:00Z,TA_PT1H_MAX,-9.3
2023-01-07T21:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAxZPMPamJFa7Gj6NHyQQsiZr6gEEJ7BnuacCrwnO5JG4J
wwmPl28gItNgcqKJ1DNGnSGC0LXdIq5TcNyoQxy0zxhs6YQWlQrnENMp/hicB/Mu
kOCDv0ORjLiRepWlPV0nOon/kVODf0Jw8hOSSfcLbHuBuAxsRXJnpqDfhzUNwHAX
+qj2gbXLUGnGebg4VE2bC4GtuvhM1rm"
2023-01-07T21:00:00Z,RH_PT1H_AVG,76
2023-01-07T21:00:00Z,WS_PT1H_AVG,5
2023-01-07T21:00:00Z,WS_PT1H_MAX,5.5
2023-01-07T21:00:00Z,WS_PT1H_MIN,4.7
2023-01-07T21:00:00Z,WD_PT1H_AVG,139
2023-01-07T21:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T21:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T21:00:00Z,PA_PT1H_AVG,1023.8
2023-01-07T21:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-07T22:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//QaEqqpIBTOt+ddXbxW1sxMaRCBDJD35nT5lZzHrJ8eom
LJwWDPORrWKJvc4fQs6STeiYVERWO5gQwKMXjVI3kEnBKvJW6MUMfGSj7n2jro8d
/rAlnkggbV+LXf/PpIgt1KIay++YwfA/tD5YBv4JdbyXDEvXgLwsplpBR7RUcM4R
9pzCLU5h4EkVXc4a95EB+pk5CPC10Ho"
2023-01-07T22:00:00Z,TA_PT1H_MAX,-9.2
2023-01-07T22:00:00Z,TA_PT1H_MIN,-9.4
2023-01-07T22:00:00Z,RH_PT1H_AVG,76
2023-01-07T22:00:00Z,WS_PT1H_AVG,5.4
2023-01-07T22:00:00Z,WS_PT1H_MAX,5.6
2023-01-07T22:00:00Z,WS_PT1H_MIN,5.1
2023-01-07T22:00:00Z,WD_PT1H_AVG,139
2023-01-07T22:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T22:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T22:00:00Z,PA_PT1H_AVG,1024
2023-01-07T22:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-07T23:00:00Z,TA_PT1H_AVG,-9.1
2023-01-07T23:00:00Z,TA_PT1H_MAX,-9
2023-01-07T23:00:00Z,TA_PT1H_MIN,-9.2
2023-01-07T23:00:00Z,RH_PT1H_AVG,76
2023-01-07T23:00:00Z,WS_PT1H_AVG,5.7
2023-01-07T23:00:00Z,WS_PT1H_MAX,6.2
2023-01-07T23:00:00Z,WS_PT1H_MIN,5.1
2023-01-07T23:00:00Z,WD_PT1H_AVG,139
2023-01-07T23:00:00Z,PRA_PT1H_ACC,NaN
2023-01-07T23:00:00Z,PRI_PT1H_MAX,NaN
2023-01-07T23:00:00Z,PA_PT1H_AVG,1023.8
2023-01-07T23:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-08T00:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/+PoLXQYvEBHByyZZk/3STiX6JSNwOQ0qDRerNCPpLae+V
TZrIraHQkzStK8k4BAWeINQp/ShaZps8Crc6Jdmy7UKdSSCM/p7yMWXPrrwjtgWx
ZLXOJcWCZq5CDaF+Gtnltd9Bqgq9H4h0uBjTUVUeGWDP0wjOfQ9azm5ZlqmKMnWY
sPkCGvKXvIhglGT3NetRTTA/3/DKXVe"
2023-01-08T00:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/9FpDhQqlcjOWpNka6Qqz/loxCOAMdqO2Nr7bGQoYws5Nu
MFPqxOycJIKz/2ZkqBW3HIndV2rbaDRJpQV9jM6iQzNVZt30wvy5cWqcZayNgdKJ
u43q+dlX+hHExn7D3qgZyGyOpRXONbnLxGNAoVR8749Keebc1PgwVuXMutp8+dm/
HPmwxnH5Y7y0NcBlEveN8jlNjFOW5Bj"
2023-01-08T00:00:00Z,TA_PT1H_MIN,-9.1
2023-01-08T00:00:00Z,RH_PT1H_AVG,76
2023-01-08T00:00:00Z,WS_PT1H_AVG,6.2
2023-01-08T00:00:00Z,WS_PT1H_MAX,6.9
2023-01-08T00:00:00Z,WS_PT1H_MIN,5.5
2023-01-08T00:00:00Z,WD_PT1H_AVG,140
2023-01-08T00:00:00Z,PRA_PT1H_ACC,NaN
2023-01-08T00:00:00Z,PRI_PT1H_MAX,NaN
2023-01-08T00:00:00Z,PA_PT1H_AVG,1023.3
2023-01-08T00:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-08T01:00:00Z,TA_PT1H_AVG,-9
2023-01-08T01:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//RqeqeqfTiuPsehk+3fQJHVnNmeROCfM6olxjWU2MF/Vy
lvUkdxBkmmqrad2MYNgvjwlVUwyEoW8KsBQXHwA3cxdnyEct1Jk/QRLSzPJPRpKI
ylsliooo2BB+Psp2MoCitNflK3K077Fxg9nJnokIWhmZu2yW5TprCQcl9Xg+r7z9
eBzVVbPNLsBmAE7xyrgrOkN07GkkQL4"
2023-01-08T01:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//fb2lBjHisQlQPPC4rf1GlwwXvFkoR3wHlxuphMEUwNiJ
f5vQGECeTdjqGv+E76t6SNtiWE8mJgzIbeEyh97arBJURGchwuGPKDfsSeaYsHk5
lWHQoSzgjM/6aYO3RD/maEbVGJDCXHZyF3naIVBkzvfFDtHfGRYvGg4HnaAh9q9i
rBThYI5lGmM+npV4j/dGU+hoxLTtaZV"
2023-01-08T01:00:00Z,RH_PT1H_AVG,78
2023-01-08T01:00:00Z,WS_PT1H_AVG,6
2023-01-08T01:00:00Z,WS_PT1H_MAX,6.6
2023-01-08T01:00:00Z,WS_PT1H_MIN,5.3
2023-01-08T01:00:00Z,WD_PT1H_AVG,141
2023-01-08T01:00:00Z,PRA_PT1H_ACC,NaN
2023-01-08T01:00:00Z,PRI_PT1H_MAX,NaN
2023-01-08T01:00:00Z,PA_PT1H_AVG,1023.2
2023-01-08T01:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-08T02:00:00Z,TA_PT1H_AVG,-9.1
2023-01-08T02:00:00Z,TA_PT1H_MAX,-9
2023-01-08T02:00:00Z,TA_PT1H_MIN,-9.2
2023-01-08T02:00:00Z,RH_PT1H_AVG,80
2023-01-08T02:00:00Z,WS_PT1H_AVG,6.5
2023-01-08T02:00:00Z,WS_PT1H_MAX,7.2
2023-01-08T02:00:00Z,WS_PT1H_MIN,6
2023-01-08T02:00:00Z,WD_PT1H_AVG,140
2023-01-08T02:00:00Z,PRA_PT1H_ACC,NaN
2023-01-08T02:00:00Z,PRI_PT1H_MAX,NaN
2023-01-08T02:00:00Z,PA_PT1H_AVG,1022.7
2023-01-08T02:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-08T03:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAoebJBsPtfSidBKyHFswUOXw+qcAg0ee9VmW1Kk/+rPYf
aUpH8cHvcMVLOtNN+GRMe/3TfiumXAqowIRW6Ug2iEn11vVKh2bv8m3KuteZCza2
S1mQGCOnABzTUDZPNTiGTAmUw7YhEruFTlmlPCgJkWA6e49yKywAHErFhikUchgo
1mMD1p5G3a7OwAx+QpwH5VgqYfiNq6r"
2023-01-08T03:00:00Z,TA_PT1H_MAX,-9.1
2023-01-08T03:00:00Z,TA_PT1H_MIN,-9.2
2023-01-08T03:00:00Z,RH_PT1H_AVG,82
2023-01-08T03:00:00Z,WS_PT1H_AVG,6.4
2023-01-08T03:00:00Z,WS_PT1H_MAX,7.1
2023-01-08T03:00:00Z,WS_PT1H_MIN,5.9
2023-01-08T03:00:00Z,WD_PT1H_AVG,139
2023-01-08T03:00:00Z,PRA_PT1H_ACC,NaN
2023-01-08T03:00:00Z,PRI_PT1H_MAX,NaN
2023-01-08T03:00:00Z,PA_PT1H_AVG,1022.2
2023-01-08T03:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-08T04:00:00Z,TA_PT1H_AVG,-9
2023-01-08T04:00:00Z,TA_PT1H_MAX,-8.9
2023-01-08T04:00:00Z,TA_PT1H_MIN,-9.2
2023-01-08T04:00:00Z,RH_PT1H_AVG,79
2023-01-08T04:00:00Z,WS_PT1H_AVG,6.3
2023-01-08T04:00:00Z,WS_PT1H_MAX,7
2023-01-08T04:00:00Z,WS_PT1H_MIN,5.9
2023-01-08T04:00:00Z,WD_PT1H_AVG,141
2023-01-08T04:00:00Z,PRA_PT1H_ACC,NaN
2023-01-08T04:00:00Z,PRI_PT1H_MAX,NaN
2023-01-08T04:00:00Z,PA_PT1H_AVG,1021.7
2023-01-08T04:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-08T05:00:00Z,TA_PT1H_AVG,-8.9
2023-01-08T05:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//flEjiRULIo23/w1KitgH2Zgi5688+sooKmNSLU1R6pIQ
b/yHC/5OGbK2At6IR2Sf1uDb0bmmPr7wLueCHttNFECoGSBJU0WeGgCCtwM/GpZW
r7v4wgNUutExoSpvqeXb9Mb0sy5neANjAOVvRzOz/vtRoQNk4k4+bORtMayyZ9Mb
aXwhdNjm/Dfapr7Te8GkZcciy8trWVb"
2023-01-08T05:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAyDa8cdu/T91cw9R2+xyiZPu31DUMo72fQg+c7M6wpKCh
T2ydCvHhz3XUed5kas5evSoZJ1xs9eltno7JIF6SPHLRWoIx6tExNtIzLnDLJ/au
CFEDOWzj4hD2O+BHDMi8CJ/5e8dtEtLPrCziALyEd49ehOesE+7dLH/6+HBo7/v6
vYxHgbgL24xbubCUB/viC33FHgIZg33"
2023-01-08T05:00:00Z,RH_PT1H_AVG,78
2023-01-08T05:00:00Z,WS_PT1H_AVG,6.9
2023-01-08T05:00:00Z,WS_PT1H_MAX,7.5
2023-01-08T05:00:00Z,WS_PT1H_MIN,5.7
2023-01-08T05:00:00Z,WD_PT1H_AVG,138
2023-01-08T05:00:00Z,PRA_PT1H_ACC,NaN
2023-01-08T05:00:00Z,PRI_PT1H_MAX,NaN
2023-01-08T05:00:00Z,PA_PT1H_AVG,1021.3
2023-01-08T05:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-08T06:00:00Z,TA_PT1H_AVG,-9
2023-01-08T06:00:00Z,TA_PT1H_MAX,-9
2023-01-08T06:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/+P0OJNCzYxinmLVzWq3FloT7KIeMSPCCHX56SSFdP5aeu
Osk/zH0Lz0XdLThfxaT6ur9FQHMUnXXPm0dGOAo2dQpyt8KYNA/c7K+LuFWSi5ZT
Y0fL7QtntKMOpVHj6LUzuAFt6voDNISb/Ux4Rpi4jDxO7FXmzsREAfZy9WNPpwDk
sIBJBmmkP+wJIUZ1nJj9ZkwzuzqsRXP"
2023-01-08T06:00:00Z,RH_PT1H_AVG,76
2023-01-08T06:00:00Z,WS_PT1H_AVG,7.3
2023-01-08T06:00:00Z,WS_PT1H_MAX,7.7
2023-01-08T06:00:00Z,WS_PT1H_MIN,7
2023-01-08T06:00:00Z,WD_PT1H_AVG,136
2023-01-08T06:00:00Z,PRA_PT1H_ACC,NaN
2023-01-08T06:00:00Z,PRI_PT1H_MAX,NaN
2023-01-08T06:00:00Z,PA_PT1H_AVG,1021
2023-01-08T06:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-08T07:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAn7Z+oCzkm6MJQ3ymxnjuWv62TOu5AYSfw6YiPpxevQcr
ilXRbBVrydh6wUcztLV8QjHZznQrcLSRHLOPdrbF2IQNL79ta0JqsD42c9VAh5x2
qaZqP8Fv+2nvMdV6OP/ZPPsi9PmNus6g3XnHIzN8wXv/Q3UNBE1JHA+oH+OEra4j
+/xUXXQVdQD7o9een0bgzFVyvG7Pxc2"
2023-01-08T07:00:00Z,TA_PT1H_MAX,-9.1
2023-01-08T07:00:00Z,TA_PT1H_MIN,-9.5
2023-01-08T07:00:00Z,RH_PT1H_AVG,74
2023-01-08T07:00:00Z,WS_PT1H_AVG,7
2023-01-08T07:00:00Z,WS_PT1H_MAX,7.5
